Fa,Fs,beta,dim,isDynamic,isFock,mass2,massratio,order,partition,rs,spin,Σw,Σw.err,μ,μ.err
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,112,1.0,1,0.0,7.502635967975883e-12,0.09234218390927001,2.867924389149309e-5
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,202,1.0,1,0.0030492888084891565,1.3287006168161001e-6,0.09477199125186071,2.940284370086221e-5
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,210,1.0,1,0.00015202658246383626,1.5299748640152757e-6,0.02226181443975517,4.7180322517810885e-5
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,101,1.0,1,0.0,7.502635967975883e-12,0.25093780025683476,9.8261542320865e-5
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,300,1.0,1,1.6776792423957154e-5,1.1793161056575347e-6,0.007738138711616534,1.0958810597428135e-5
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,120,1.0,1,0.0,7.502635967975883e-12,-0.0025078362079428767,7.623808300120619e-5
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,201,1.0,1,0.0015824311712399348,9.576225859652038e-7,0.08245710973643443,2.6599989605559225e-5
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,310,1.0,1,-0.00019170492423817035,5.582279085981584e-6,0.002300666557688337,7.297965753567674e-5
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,111,1.0,1,0.0,7.502635967975883e-12,0.12090388961453984,3.8410504176093656e-5
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,103,1.0,1,0.0,7.502635967975883e-12,0.1492938788242424,4.5519412555869515e-5
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,130,1.0,1,0.0,7.502635967975883e-12,-0.0005134632708625125,0.00021173694248169763
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,211,1.0,1,0.0004188886280867296,2.7471665332526227e-6,0.03024117350735177,5.8542877678350614e-5
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,220,1.0,1,-0.0002970524662735128,4.226525926727188e-6,-0.0022916041891606277,0.00021485048694881899
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,301,1.0,1,2.812218612918787e-5,3.480609352420043e-6,0.016682910217487912,2.1474973818579335e-5
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,100,1.0,1,0.0,7.502635967975883e-12,0.3318113576095214,0.00010898814302739928
